gene_name	gene_id	transcript_id	ctrl_status	tss_chr_hg38	tss_start_hg38	tss_strand_hg38	meets_filter	rep1_score	rep2_score	mean_score	padj
LAMTOR5-AS1	ENSG00000224699.8_1	['ENST00000587691.1_1', 'ENST00000608067.5_1', 'ENST00000608253.1_1', 'ENST00000609709.5_1', 'ENST00000610148.5_1', 'ENST00000612551.4_1']	lncRNA	chr1	110407783	+	True	6.22008801750386	4.039198955536943	5.1296434865204015	0.001714438204049385
LINC00479	ENSG00000236384.7_1	ENST00000589300.1_1	lncRNA	chr21	41715746	-	True	7.471891564926045	2.451788744866453	4.961840154896249	0.026679225108942047
FOXO1	ENSG00000150907.7_2	ENST00000379561.5_1	lncRNA	chr13	40666587	-	True	3.921925525222513	5.956589804612507	4.93925766491751	0.007276197392961375
RP11-459F6.3	ENSG00000260927.1_1	ENST00000569580.1_1	lncRNA	chr16	58129539	+	True	9.626729934792351	0.2290336003200921	4.927881767556221	1.0
GSC	ENSG00000133937.4_1	ENST00000238558.4_1	control mRNA	chr14	94770237	-	True	5.926590846136308	3.789133279835424	4.857862062985865	0.001860711504026886
GATA6	ENSG00000141448.8_1	ENST00000269216.7_1	control mRNA	chr18	22169434	+	True	5.901310689787949	3.6399726561901136	4.770641672989031	0.0027633693362929357
RP11-421L21.3	ENSG00000233184.6_1	['ENST00000446527.5_1', 'ENST00000453011.5_1']	lncRNA	chr1	101025906	+	True	4.489928388115886	4.524770447643947	4.507349417879917	0.0065654529569371236
RP11-421L21.3	ENSG00000233184.6_1	['ENST00000446527.5_1', 'ENST00000453011.5_1', 'ENST00000446527.5_1', 'ENST00000453011.5_1']	lncRNA	chr1	101025906	+	True	4.489928388115886	4.524770447643947	4.507349417879917	0.0065654529569371236
ZFAS1	ENSG00000177410.12_1	['ENST00000371743.7_1', 'ENST00000417721.5_1', 'ENST00000441722.5_1', 'ENST00000450535.5_1']	lncRNA	chr20	49278368	+	False	8.107786541667721	0.9023116309170248	4.505049086292373	filter not met
CTC-492K19.4	ENSG00000268366.1_1	ENST00000599050.1_1	lncRNA	chr19	40443431	+	True	6.834556834387883	2.1154248389890844	4.474990836688483	0.09400822916946229
RP11-705O1.8	ENSG00000263884.1_1	ENST00000581677.1_1	lncRNA	chr18	268112	+	True	2.6441892015008848	6.1735919774498536	4.4088905894753685	0.07787984468439109
RP11-474D1.4	ENSG00000261650.1_2	ENST00000561864.1_1	lncRNA	chr12	130045056	-	True	6.607701044556537	2.197685464421865	4.4026932544892015	0.07605021435575926
LLNLR-260G6.1	ENSG00000275162.1_2	ENST00000613285.1_1	lncRNA	chr19	956668	+	True	4.393389691883549	4.365124209154264	4.379256950518906	0.008392174975758587
FZD8	ENSG00000177283.6_2	ENST00000374694.2_1	diff. expr. mRNA	chr10	35642295	-	True	7.310312998443973	1.4294569183803325	4.369884958412153	0.3393579765102984
CTD-2562G15.3	ENSG00000276744.1_2	ENST00000617588.1_1	lncRNA	chr15	75453899	-	False	6.44980608725989	2.2742273923291743	4.362016739794531	filter not met
CTA-293F17.1	ENSG00000271133.5_1	['ENST00000603156.1_1', 'ENST00000605357.5_1']	lncRNA	chr7	20331766	-	False	1.1394114330895602	7.569805488564204	4.354608460826882	filter not met
KCTD21-AS1	ENSG00000246174.7_1	['ENST00000500113.1_1', 'ENST00000523626.6_1', 'ENST00000527321.1_1', 'ENST00000532831.1_1']	lncRNA	chr11	78139808	+	True	2.6378827877324	5.900151175667591	4.269016981699996	0.07787984468439109
RP3-510D11.2	ENSG00000234546.3_1	['ENST00000412639.2_1', 'ENST00000635271.1_1']	lncRNA	chr1	9182188	+	True	6.106381117050019	2.259734447838452	4.183057782444235	0.06668366695708783
RP11-635N19.1	ENSG00000267390.1_1	ENST00000589905.1_1	lncRNA	chr18	63367323	+	False	0.957718460759721	7.407941635177994	4.1828300479688565	filter not met
RP11-414H23.2	ENSG00000212930.3_1	ENST00000514239.1_1	lncRNA	chr5	91223419	+	True	5.344033811514464	3.00500752664778	4.174520669081122	0.008392174975758587
TDGF1	ENSG00000241186.8_2	ENST00000542931.5_1	diff. expr. mRNA	chr3	46574534	+	False	4.805603134024683	3.5174125562127965	4.161507845118741	filter not met
CTD-2020K17.4	ENSG00000233483.2_1	ENST00000589518.1_1	lncRNA	chr17	45247842	-	True	7.218350471920371	1.0988686385260302	4.158609555223201	0.5132217574401585
NDUFA6-AS1	ENSG00000237037.9_2	['ENST00000417327.5_1', 'ENST00000439129.5_1', 'ENST00000595777.5_1', 'ENST00000608974.5_1']	lncRNA	chr22	42090944	+	False	7.2359152222608865	1.0594968949772123	4.147706058619049	filter not met
RP11-685M7.3	ENSG00000246308.1_1	ENST00000499765.1_1	lncRNA	chr11	10809205	+	True	4.524143231348465	3.764742197007549	4.144442714178006	0.00591877029772451
AC109642.1	ENSG00000235997.2_1	ENST00000421976.2_1	lncRNA	chr2	30346645	+	True	7.247934298574608	1.0210467572756128	4.1344905279251085	0.5628476879202619
RP11-541P9.3	ENSG00000250061.5_1	ENST00000509211.1_1	lncRNA	chr5	163256966	-	True	5.3793303236476016	2.875439853920557	4.127385088784078	0.012335899226298727
ASMTL-AS1	ENSG00000236017.8_1	ENST00000420411.7_1	lncRNA	chrX	1401950	+	False	7.374146984461932	0.843237218722515	4.108692101592223	filter not met
RP11-744I24.2	ENSG00000261570.1_1	ENST00000567503.1_1	lncRNA	chr7	141551343	-	False	3.3500206652390916	4.8293882405527215	4.089704452895907	filter not met
AC010883.5	ENSG00000234936.1_1	ENST00000423354.1_1	lncRNA	chr2	43229573	+	False	6.865824266433492	1.2423560470938149	4.054090156763653	filter not met
AC022201.5	ENSG00000233849.1_1	ENST00000445084.1_1	lncRNA	chr2	70301403	+	True	6.577275980389618	1.5164879195522398	4.0468819499709285	0.310992574699871
RP11-1C8.4	ENSG00000253477.5_1	ENST00000517376.5_1	lncRNA	chr8	103499547	-	True	3.181613964736677	4.870181956318153	4.025897960527415	0.07605021435575926
CTD-3220F14.2	ENSG00000267682.1_2	ENST00000592319.1_1	lncRNA	chr19	37337302	+	True	5.856492271951399	2.1089956287904696	3.982743950370933	0.09400822916946229
LINC01251	ENSG00000233776.5_1	['ENST00000422764.1_1', 'ENST00000444956.5_1']	lncRNA	chr9	33738415	-	False	5.543145668352992	2.366227245727121	3.954686457040056	filter not met
RP11-886P16.10	ENSG00000279827.1_1	ENST00000623944.1_1	lncRNA	chr19	8445596	-	False	5.058246361856344	2.8025729819934835	3.9304096719249135	filter not met
CTD-3075F15.1	ENSG00000273565.1_1	ENST00000618460.1_1	lncRNA	chr14	75176929	+	True	4.544744119326083	3.2716880298698596	3.908216074597972	0.012595391824283696
RP1-148H17.1	ENSG00000224565.1_1	ENST00000437920.1_1	lncRNA	chr20	47412307	-	True	5.021232473361974	2.77565531708583	3.8984438952239024	0.01878980364785675
RP11-658F2.8	ENSG00000258297.1_2	ENST00000548810.1_1	lncRNA	chr11	66667714	+	False	6.0589577260463665	1.7322876867402568	3.8956227063933127	filter not met
MIXL1	ENSG00000185155.11_1	ENST00000366810.5_1	control mRNA	chr1	226223663	+	True	4.850050059021073	2.8936666857814735	3.8718583724012734	0.01878980364785675
RP11-23F23.2	ENSG00000254480.1_1	ENST00000525365.1_1	lncRNA	chr11	4187141	+	True	4.754938044907762	2.899854374602472	3.8273962097551175	0.01878980364785675
AC002066.1	ENSG00000237813.3_2	ENST00000446355.2_1	lncRNA	chr7	116499513	-	True	4.251005321811162	3.4033602915092964	3.8271828066602285	0.020688706479002485
PVT1	ENSG00000249859.8_2	['ENST00000517790.1_1', 'ENST00000518528.1_1', 'ENST00000522963.5_1', 'ENST00000523068.1_1']	lncRNA	chr8	127795821	+	True	3.9185695790976527	3.666148161507372	3.7923588703025115	0.026679225108942047
FOXD3-AS1	ENSG00000230798.5_1	ENST00000431294.5_1	lncRNA	chr1	63323741	-	True	2.9567349167598573	4.599681488623856	3.778208202691857	0.09400822916946229
DNAJC3-AS1	ENSG00000247400.3_1	['ENST00000499499.2_1', 'ENST00000606011.1_1']	lncRNA	chr13	95676938	-	False	3.7260899286240807	3.8098069917568482	3.7679484601904636	filter not met
SLC16A3	ENSG00000141526.15_2	ENST00000619321.1_1	diff. expr. mRNA	chr17	82235773	+	True	4.961800397857723	2.4913348562140363	3.72656762703588	0.04750377926860162
PP14571	ENSG00000218416.4_1	ENST00000404327.3_1	lncRNA	chr2	240456699	-	False	3.244428823776924	4.174795043803234	3.709611933790079	filter not met
RP11-299H22.6	ENSG00000261296.1_1	ENST00000561701.1_1	lncRNA	chr15	62274163	+	True	5.0924564387824685	2.1831943997335785	3.6378254192580233	0.0882039970380156
SMARCA4	ENSG00000127616.17_2	ENST00000586921.1_1	lncRNA	chr19	11060127	+	True	2.2315159838880056	5.0434406120260595	3.637478297957033	0.20065092678077553
AC009228.1	ENSG00000242628.5_1	['ENST00000413254.5_1', 'ENST00000413989.5_1', 'ENST00000430105.1_1']	lncRNA	chr2	24214381	+	False	5.811097763153935	1.4261847466979978	3.6186412549259663	filter not met
RP11-211N8.2	ENSG00000226007.2_1	ENST00000446626.2_1	lncRNA	chr9	62532364	+	True	2.203912722016528	5.027717433884772	3.6158150779506486	0.20425398124019964
C1QTNF9B-AS1	ENSG00000205861.11_1	ENST00000382133.8_1	lncRNA	chr13	23888871	+	True	5.464873409493562	1.7611906661046348	3.613032037799098	0.20519996727703238
CTD-2553L13.5	ENSG00000279971.1_2	ENST00000623084.1_1	lncRNA	chr19	34645631	+	True	5.874011874046864	1.3399408514027982	3.606976362724831	0.41567348614256333
RP5-1056L3.1	ENSG00000235185.1_1	ENST00000416470.1_1	lncRNA	chr1	19596883	-	True	3.610964963416859	3.5901354318475764	3.6005501976322174	0.05712586364417988
CTD-2653M23.3	ENSG00000272103.1_1	ENST00000605892.1_1	lncRNA	chr5	36862216	-	False	6.093582234966709	1.0668204834284007	3.580201359197555	filter not met
LINC00511	ENSG00000227036.6_1	ENST00000453722.6_1	lncRNA	chr17	72592803	-	True	4.462553230101805	2.6898526100868856	3.576202920094345	0.06668366695708783
KB-1440D3.14	ENSG00000273342.1_1	ENST00000609038.1_1	lncRNA	chr22	21640844	+	True	3.720720666340872	3.4236578300796374	3.5721892482102544	0.05624216501562464
LINC00967	ENSG00000253138.5_1	ENST00000517689.1_1	lncRNA	chr8	66192709	+	True	4.268026536918323	2.86652645586215	3.5672764963902366	0.05712586364417988
DIGIT	DIGIT	DIGIT	lncRNA	chr14	94770641	+	True	4.0537147723824285	3.0700248164654944	3.561869794423961	0.048997258664019425
LINC00635	ENSG00000241469.7_2	ENST00000601930.5_1	lncRNA	chr3	107873025	-	True	4.598415991366699	2.4651103956997087	3.5317631935332034	0.07787984468439109
RP11-533E19.7	ENSG00000272906.1_1	ENST00000610272.1_1	lncRNA	chr1	179882483	-	True	3.2448001409088927	3.8174160419532033	3.5311080914310486	0.07787984468439109
CRTC3-AS1	ENSG00000259736.1_1	['ENST00000558105.1_1', 'ENST00000559531.1_1']	lncRNA	chr15	90717121	-	False	5.651577302523349	1.394300571323427	3.522938936923389	filter not met
MCM3AP-AS1	ENSG00000215424.9_2	['ENST00000414659.5_1', 'ENST00000420074.1_1', 'ENST00000421927.1_1', 'ENST00000432735.5_1', 'ENST00000444998.1_1', 'ENST00000455567.1_1', 'ENST00000588753.1_1', 'ENST00000590829.5_1', 'ENST00000591223.5_1']	lncRNA	chr21	46229230	+	False	3.7949317313372415	3.2306506616187485	3.5127911964779948	filter not met
AC093627.9	ENSG00000242474.2_1	['ENST00000462565.1_1', 'ENST00000487884.2_1', 'ENST00000497320.2_1']	lncRNA	chr7	149452	-	True	5.341605588226789	1.6705566888344865	3.5060811385306385	0.24003230320415997
RP11-281P23.2	ENSG00000249631.5_1	ENST00000510639.1_1	lncRNA	chr4	11770306	+	False	4.6530288077070985	2.348288290557142	3.5006585491321203	filter not met
RP5-1065J22.8	ENSG00000273382.1_2	ENST00000608574.1_2	lncRNA	chr1	109090890	-	True	2.9459236074755184	4.04820789457898	3.4970657510272494	0.10271407979168838
NFE4	ENSG00000230257.1_1	ENST00000420058.1_1	lncRNA	chr7	102973563	+	False	5.672551320130112	1.3191742716035175	3.495862795866815	filter not met
AC011753.5	ENSG00000230696.1_2	ENST00000425576.1_1	lncRNA	chr2	109605697	-	True	3.6874453315795455	3.2876556417665737	3.4875504866730602	0.06668366695708783
RP11-545A16.4	ENSG00000261060.1_1	ENST00000567150.1_1	lncRNA	chr1	179590771	+	False	4.204315183456661	2.7662531943963105	3.4852841889264856	filter not met
RP11-268P4.4	ENSG00000257023.1_1	ENST00000542076.1_1	lncRNA	chr12	22625035	-	False	2.0974930470471933	4.861859081946876	3.4796760644970353	filter not met
AC062028.1	ENSG00000145063.14_1	ENST00000590207.1_1	lncRNA	chr2	11132107	-	False	5.1621741435510105	1.7710913922260312	3.4666327678885205	filter not met
MIR302B	ENSG00000249532.4_2	ENST00000510655.1_1	lncRNA	chr4	112650529	-	False	4.623722849055407	2.298835737110507	3.461279293082957	filter not met
RP11-5K23.5	ENSG00000224515.1_1	ENST00000419446.1_1	lncRNA	chr1	161557077	-	False	5.29375433225257	1.6131838481756509	3.4534690902141105	filter not met
MIR205HG	ENSG00000230937.10_2	['ENST00000366437.7_1', 'ENST00000429156.5_1', 'ENST00000431096.5_1', 'ENST00000433108.1_1', 'ENST00000444286.1_1', 'ENST00000451937.5_1', 'ENST00000603283.5_1']	lncRNA	chr1	209428819	+	False	5.467681124517397	1.4286950740059468	3.448188099261672	filter not met
AC006116.17	ENSG00000267549.5_1	ENST00000587004.5_1	lncRNA	chr19	56314751	+	True	4.493355515469287	2.391496823083286	3.4424261692762865	0.10714868097667793
LINC00969	ENSG00000242086.8_2	ENST00000600527.5_1	lncRNA	chr3	195677784	+	True	3.3853726236181747	3.4932754729824786	3.439324048300328	0.09901236995907063
RP5-968D22.3	ENSG00000228697.2_2	ENST00000422253.1_1	lncRNA	chr1	168495639	-	False	5.334861136726502	1.5352559749330474	3.435058555829775	filter not met
RP11-346L1.2	ENSG00000253344.1_1	ENST00000519978.1_1	lncRNA	chr8	37674408	-	True	4.016450237694823	2.843949779340621	3.4302000085177218	0.07787984468439109
RP11-883G14.1	ENSG00000261241.5_1	['ENST00000567534.2_1', 'ENST00000570245.5_1']	lncRNA	chr16	50884209	+	True	2.9959624187807505	3.857909536041383	3.426935977411067	0.10153473860740735
GACAT2	ENSG00000265962.1_1	ENST00000579368.1_1	lncRNA	chr18	8707645	-	True	4.9723392391160885	1.8623100661257568	3.4173246526209224	0.19463794524158545
NAPA-AS1	ENSG00000268061.5_1	['ENST00000593284.5_1', 'ENST00000594367.1_1']	lncRNA	chr19	47484297	+	False	4.173537362807147	2.625672217751315	3.3996047902792306	filter not met
BVES-AS1	ENSG00000203808.10_1	['ENST00000369120.2_1', 'ENST00000580854.5_1']	lncRNA	chr6	105137286	+	False	5.270102195171716	1.4958941757013504	3.382998185436533	filter not met
SNAI1	ENSG00000124216.3_1	ENST00000244050.2_1	diff. expr. mRNA	chr20	49982979	+	False	1.5604791237967126	5.166576263802119	3.363527693799416	filter not met
RC3H1-IT1	ENSG00000236535.1_2	ENST00000421851.1_1	lncRNA	chr1	174016205	-	True	2.276312960252334	4.438007152510168	3.357160056381251	0.22961917446262214
LINC00649	ENSG00000237945.7_1	ENST00000593977.1_1	lncRNA	chr21	33948604	+	False	3.3673416521171315	3.336957452517148	3.3521495523171394	filter not met
['RP11-452F19.3', 'RP11-452F19.3', 'RP11-452F19.3', 'RP11-452F19.3', 'RP11-455P21.3']	['ENSG00000228106.5_2', 'ENSG00000228106.5_2', 'ENSG00000228106.5_2', 'ENSG00000228106.5_2', 'ENSG00000278610.1_2']	['ENST00000420335.5_1', 'ENST00000439440.1_1', 'ENST00000448808.1_1', 'ENST00000457636.5_1', 'ENST00000495684.2_1']	lncRNA	chr1	222815080	+	True	2.997816120974337	3.691876219000951	3.3448461699876435	0.11257344790632555
RP11-409K20.6	ENSG00000230684.1_1	ENST00000414926.1_1	lncRNA	chr9	129933536	+	False	5.967935027787499	0.7102206781228649	3.3390778529551826	filter not met
CTD-2325A15.5	ENSG00000272234.1_1	ENST00000606056.1_1	lncRNA	chr5	42806274	+	True	3.6375827579367104	3.036180815334601	3.336881786635656	0.08633818207763365
RP11-80A15.1	ENSG00000258744.1_1	ENST00000555109.1_1	lncRNA	chr14	24501594	+	False	5.066754991529574	1.6024392168685384	3.3345971041990565	filter not met
RP11-57A19.2	ENSG00000246465.1_1	ENST00000501520.1_1	lncRNA	chr16	28292064	-	True	3.8578138690740738	2.774360822133717	3.3160873456038957	0.09962860438147643
AF064858.6	ENSG00000205622.9_2	ENST00000415824.1_1	lncRNA	chr21	38957241	-	False	3.5089749378210016	3.121122563263768	3.315048750542384	filter not met
RP11-368P15.3	ENSG00000258985.1_1	ENST00000556988.1_1	lncRNA	chr14	53036352	+	False	4.855357579656987	1.7704793600155122	3.3129184698362497	filter not met
RP11-567L7.3	ENSG00000278863.1_2	ENST00000623355.1_1	lncRNA	chr17	59362665	+	False	5.576352067318288	1.0493655058546087	3.3128587865864483	filter not met
UBA6-AS1	ENSG00000248049.6_2	ENST00000502758.1_1	lncRNA	chr4	67732175	+	False	1.8590882194318716	4.763287879398966	3.311188049415419	filter not met
AP006216.10	ENSG00000226645.1_1	ENST00000439104.1_1	lncRNA	chr11	116773068	+	True	3.0127184566402576	3.6021375933990685	3.307428025019663	0.12412883273114557
RP11-483I13.6	ENSG00000280186.1_2	ENST00000622910.1_1	lncRNA	chr1	108200412	+	True	4.494488623023647	2.1194685864025	3.3069786047130734	0.20065092678077553
RP11-670E13.6	ENSG00000274213.1_1	ENST00000619432.1_1	lncRNA	chr17	56914175	+	True	4.297932910419019	2.3143053293047533	3.3061191198618856	0.16694078490627642
RP11-359E3.4	ENSG00000272631.1_2	ENST00000608826.1_1	lncRNA	chr10	86756269	-	True	4.52160724017315	2.087164910746868	3.304386075460009	0.17527574930265438
CTD-2001C12.1	ENSG00000247877.6_1	ENST00000504833.1_1	lncRNA	chr5	100535242	-	False	5.306140721141888	1.297570237611477	3.3018554793766817	filter not met
RP11-144G6.12	ENSG00000254929.2	ENST00000431840.2	lncRNA	chr10	47553513	-	False	2.2100221768815067	4.392881901936486	3.3014520394089972	filter not met
EVX1-AS	ENSG00000253405.1_1	ENST00000519218.1_1	lncRNA	chr7	27244013	-	True	3.291803455130514	3.3073486763916766	3.2995760657610957	0.12623847603684862
RP11-474I16.8	ENSG00000226889.3_1	ENST00000431097.2_1	lncRNA	chr1	161766226	-	False	4.933247549206145	1.6604364820215638	3.2968420156138545	filter not met
MIR181A2HG	ENSG00000224020.1_1	ENST00000429139.1_1	lncRNA	chr9	124658437	+	True	4.607082337688432	1.979258840421896	3.293170589055164	0.20425398124019964
RP1-290I10.5	ENSG00000231056.1_1	ENST00000431401.1_1	lncRNA	chr6	10478501	-	False	5.509736620673555	1.075542817752341	3.292639719212948	filter not met
LINGO1-AS1	ENSG00000259666.2_1	ENST00000558887.2_1	lncRNA	chr15	77646322	+	True	3.985838592522168	2.595562326795124	3.290700459658645	0.11537880861709432
AP000525.9	ENSG00000206195.6	ENST00000437781.1	lncRNA	chr22	15784962	+	False	4.102235180702774	2.4640830920834884	3.2831591363931314	filter not met
PTENP1-AS	ENSG00000281128.1_1	ENST00000627688.1_1	lncRNA	chr9	33677395	+	True	3.623817392648109	2.9244100698310422	3.2741137312395754	0.10714868097667793
PGM5P3-AS1	ENSG00000277631.4_1	ENST00000622412.1_1	lncRNA	chr9	74139	+	True	4.621384560697686	1.9005087337218671	3.2609466472097766	0.22435405411979403
RP11-21L23.2	ENSG00000261578.1_1	ENST00000566747.1_1	lncRNA	chr11	76799963	+	True	3.8364130524210687	2.6669534777155457	3.251683265068308	0.12412883273114557
RP11-61I13.3	ENSG00000235033.7_2	ENST00000420293.1_1	lncRNA	chr6	39897379	-	False	3.971874464406172	2.5235052627398997	3.2476898635730365	filter not met
RP11-9G1.3	ENSG00000250241.5_1	['ENST00000505289.5_1', 'ENST00000509715.1_1']	lncRNA	chr4	133149112	-	False	2.271594079939079	4.219971481531123	3.2457827807351007	filter not met
LINC00969	ENSG00000242086.8_2	ENST00000625882.2_1	lncRNA	chr3	195681869	+	False	5.110594823924892	1.3787877796105674	3.244691301767729	filter not met
PCOLCE-AS1	ENSG00000224729.5_1	ENST00000442166.2_1	lncRNA	chr7	100604056	-	True	4.049730852834064	2.4382091923650098	3.2439700225995374	0.17641585680653588
RP11-849I19.1	ENSG00000263146.2_1	ENST00000572007.1_1	lncRNA	chr18	78977900	-	True	3.061369225762666	3.4232911926827154	3.2423302092226907	0.14263945240785678
AC019172.2	ENSG00000227363.1_1	ENST00000451101.1_1	lncRNA	chr2	3843973	+	False	4.071509800837826	2.4130887231905787	3.2422992620142024	filter not met
DLGAP4-AS1	ENSG00000232907.7_1	ENST00000433238.5_1	lncRNA	chr20	36525963	-	False	4.215314525710955	2.268617340265785	3.24196593298837	filter not met
LINC01184	ENSG00000245937.7_1	ENST00000512185.1_1	lncRNA	chr5	128003987	-	True	5.086617456630346	1.3833583242438556	3.234987890437101	0.41739938502899426
RP11-407N17.5	ENSG00000258940.2_1	ENST00000605298.1_1	lncRNA	chr14	39267082	-	True	3.6952651403848313	2.7710658268762227	3.2331654836305272	0.12377108271024803
RP11-80H5.2	ENSG00000232936.5_1	['ENST00000451733.1_1', 'ENST00000454174.5_1']	lncRNA	chr10	89645269	+	False	4.878193909883427	1.5776495492770484	3.2279217295802374	filter not met
RP11-169E6.4	ENSG00000259821.1_2	ENST00000564193.1_1	lncRNA	chr16	47004513	+	True	2.7125712600498155	3.740161907113955	3.226366583581885	0.15812081805037922
RP11-1C8.7	ENSG00000271830.1_1	ENST00000606457.1_1	lncRNA	chr8	103481933	-	True	4.500095039168748	1.9478243038560212	3.223959671512385	0.23823398841808902
CTB-47B11.3	ENSG00000248544.2_2	['ENST00000508443.1_1', 'ENST00000520658.1_1']	lncRNA	chr5	157385060	-	False	4.489146769741637	1.9360500903326536	3.212598430037146	filter not met
MIR24-2	ENSG00000267519.4_2	ENST00000587762.1_1	lncRNA	chr19	13836286	-	False	4.740378396571753	1.6786832561698026	3.209530826370778	filter not met
RP11-958J22.1	ENSG00000254746.5_2	ENST00000527642.5_1	lncRNA	chr11	45542473	-	True	2.2867778049594034	4.127457190882185	3.2071174979207937	0.22961917446262214
RP5-1070G24.2	ENSG00000243018.1_1	ENST00000466775.1_1	lncRNA	chr7	151249319	+	True	4.011086017480371	2.3993535497452463	3.205219783612808	0.192433559203444
RP13-820C6.2	ENSG00000257000.1_1	ENST00000542422.1_1	lncRNA	chr12	132080459	-	True	3.6602164387896177	2.7405190046899364	3.200367721739777	0.15387312583509466
RP11-61A14.1	ENSG00000258122.1_2	ENST00000551187.1_1	lncRNA	chr16	66853447	-	False	4.559703794901786	1.835098003851083	3.1974008993764342	filter not met
RP11-459O16.8	ENSG00000276128.1_1	ENST00000618108.1_1	lncRNA	chr9	64495493	+	False	5.155699041204636	1.239024829311414	3.197361935258025	filter not met
FGF17	ENSG00000158815.10_1	['ENST00000518533.5_1', 'ENST00000359441.3_1']	diff. expr. mRNA	chr8	22042388	+	False	4.0864263358725825	2.299570445111798	3.1929983904921913	filter not met
FOXD3	ENSG00000187140.5_1	ENST00000371116.3_1	diff. expr. mRNA	chr1	63323041	+	False	1.4236146627674673	4.961523906183233	3.1925692844753506	filter not met
RP11-44B19.1	ENSG00000272411.1_1	ENST00000606841.1_1	lncRNA	chr5	148970483	+	True	4.230415223726533	2.14266414138291	3.186539682554722	0.20519996727703238
AD001527.7	ENSG00000270760.1_1	ENST00000604228.1_1	lncRNA	chr19	36148347	-	True	4.143457814246372	2.2256531554514503	3.1845554848489117	0.2038912999980493
